condition,graph_id,split,source_dataset,source_pt_path,is_added_mixed_graph,graph_family,base_cycle_size,component_cycle_sizes,num_unique_component_sizes,gap_level,num_nodes,target_colors,best_colpack5_colors
train_125_plus105,week18_controlled_mixed_join_2_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_2_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29,2,2,55,8,10
train_125_plus105,week18_controlled_mixed_join_2_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_2_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;35,2,2,61,8,10
train_125_plus105,week18_controlled_mixed_join_2_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_2_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;35,2,2,64,8,10
train_125_plus105,week18_controlled_mixed_join_3_c20_c20_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c20_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26,2,3,66,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c20_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c20_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;29,2,3,69,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c26_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c26_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26,2,3,72,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c20_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c20_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;35,2,3,75,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;29,3,3,75,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;29,2,3,78,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;35,3,3,81,12,15
train_125_plus105,week18_controlled_mixed_join_3_c26_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c26_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;29,2,3,81,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;35,3,3,84,12,15
train_125_plus105,week18_controlled_mixed_join_3_c26_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c26_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;29,2,3,84,12,15
train_125_plus105,week18_controlled_mixed_join_3_c26_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c26_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;35,2,3,87,12,15
train_125_plus105,week18_controlled_mixed_join_3_c20_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c20_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;35;35,2,3,90,12,15
train_125_plus105,week18_controlled_mixed_join_3_c26_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c26_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;35,3,3,90,12,15
train_125_plus105,week18_controlled_mixed_join_3_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;29;35,2,3,93,12,15
train_125_plus105,week18_controlled_mixed_join_3_c26_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c26_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;35;35,2,3,96,12,15
train_125_plus105,week18_controlled_mixed_join_3_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_3_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;35;35,2,3,99,12,15
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c20_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c20_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;26,2,4,86,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c20_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c20_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;29,2,4,89,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c26_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c26_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;26,2,4,92,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c20_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c20_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;35,2,4,95,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;29,3,4,95,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;29;29,2,4,98,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c26_c26_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c26_c26_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;26,2,4,98,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;35,3,4,101,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c26_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c26_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;29,3,4,101,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;29;35,3,4,104,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c26_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c26_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;29;29,3,4,104,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c26_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c26_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;35,3,4,107,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;29;29,2,4,107,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c26_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c26_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;29,2,4,107,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c20_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c20_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;35;35,2,4,110,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c26_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c26_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;29;35,4,4,110,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c26_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c26_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;29;29,2,4,110,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;29;35,3,4,113,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c26_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c26_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;26;35,2,4,113,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;29;29,2,4,113,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c26_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c26_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;35;35,3,4,116,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c26_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c26_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;29;35,3,4,116,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;29;35;35,3,4,119,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;29;35,3,4,119,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c26_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c26_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;26;35;35,2,4,122,16,20
train_125_plus105,week18_controlled_mixed_join_4_c29_c29_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c29_c29_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;29;29;35,2,4,122,16,20
train_125_plus105,week18_controlled_mixed_join_4_c20_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c20_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;35;35;35,2,4,125,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;29;35;35,3,4,125,16,20
train_125_plus105,week18_controlled_mixed_join_4_c29_c29_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c29_c29_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;29;35;35,2,4,128,16,20
train_125_plus105,week18_controlled_mixed_join_4_c26_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c26_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,26;35;35;35,2,4,131,16,20
train_125_plus105,week18_controlled_mixed_join_4_c29_c35_c35_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_4_c29_c35_c35_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,29;35;35;35,2,4,134,16,20
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c20_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c20_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;20;26,2,5,106,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c20_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c20_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;20;29,2,5,109,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c26_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c26_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;26;26,2,5,112,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c20_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c20_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;20;35,2,5,115,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;26;29,3,5,115,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;29;29,2,5,118,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c26_c26_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c26_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;26;26,2,5,118,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;26;35,3,5,121,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c26_c26_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c26_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;26;29,3,5,121,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c20_c29_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c20_c29_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;20;29;35,3,5,124,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c26_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;29;29,3,5,124,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c26_c26_c26_c26,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c26_c26_c26_c26.pt,True,mixed_join_of_cycle_square_hard_cases,,20;26;26;26;26,2,5,124,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c26_c26_c35,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c26_c26_c35.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;26;26;35,3,5,127,20,25
train_125_plus105,week18_controlled_mixed_join_5_c20_c20_c29_c29_c29,train,week18_controlled_mixed_exact,data\processed\initial_graph_coloring_dataset\pyg_data_week18_controlled_mixed_exact\week18_controlled_mixed_join_5_c20_c20_c29_c29_c29.pt,True,mixed_join_of_cycle_square_hard_cases,,20;20;29;29;29,2,5,127,20,25
