graph_id,node_id,order_position,target_score,known_color,selected_ordering,selected_num_colors,known_chromatic_number,split,graph_family,num_components_joined,component_cycle_sizes,score_convention
week18_controlled_mixed_join_2_c20_c26,33,32,0.28888888888888886,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,34,40,0.11111111111111116,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,35,25,0.4444444444444444,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,36,33,0.2666666666666667,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,37,41,0.0888888888888889,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,38,26,0.4222222222222223,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,39,34,0.24444444444444446,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,40,42,0.06666666666666665,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,41,27,0.4,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,42,44,0.022222222222222254,7,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,43,35,0.2222222222222222,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,44,43,0.0444444444444444,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c26,45,45,0.0,7,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;26,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,0,0,1.0,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,1,6,0.875,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,2,12,0.75,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,3,1,0.9791666666666666,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,4,7,0.8541666666666666,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,5,13,0.7291666666666667,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,6,2,0.9583333333333334,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,7,8,0.8333333333333334,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,8,14,0.7083333333333333,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,9,3,0.9375,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,10,9,0.8125,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,11,15,0.6875,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,12,4,0.9166666666666666,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,13,10,0.7916666666666666,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,14,16,0.6666666666666667,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,15,5,0.8958333333333334,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,16,18,0.625,3,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,17,11,0.7708333333333334,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,18,17,0.6458333333333333,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,19,19,0.6041666666666667,3,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,20,20,0.5833333333333333,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,21,29,0.39583333333333337,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,22,38,0.20833333333333337,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,23,21,0.5625,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,24,30,0.375,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,25,39,0.1875,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,26,22,0.5416666666666667,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,27,31,0.35416666666666663,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,28,40,0.16666666666666663,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,29,23,0.5208333333333333,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,30,32,0.33333333333333337,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,31,41,0.14583333333333337,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,32,24,0.5,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,33,33,0.3125,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,34,42,0.125,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,35,25,0.47916666666666663,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,36,34,0.29166666666666663,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,37,43,0.10416666666666663,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,38,26,0.45833333333333337,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,39,35,0.27083333333333337,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,40,44,0.08333333333333337,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,41,27,0.4375,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,42,36,0.25,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,43,45,0.0625,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,44,28,0.41666666666666663,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,45,47,0.02083333333333337,7,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,46,37,0.22916666666666663,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,47,46,0.04166666666666663,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c29,48,48,0.0,7,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;29,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,0,0,1.0,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,1,6,0.8888888888888888,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,2,12,0.7777777777777778,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,3,1,0.9814814814814815,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,4,7,0.8703703703703703,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,5,13,0.7592592592592593,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,6,2,0.962962962962963,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,7,8,0.8518518518518519,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,8,14,0.7407407407407407,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,9,3,0.9444444444444444,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,10,9,0.8333333333333334,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,11,15,0.7222222222222222,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,12,4,0.9259259259259259,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,13,10,0.8148148148148149,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,14,16,0.7037037037037037,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,15,5,0.9074074074074074,0,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,16,18,0.6666666666666667,3,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,17,11,0.7962962962962963,1,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,18,17,0.6851851851851851,2,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,19,19,0.6481481481481481,3,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,20,20,0.6296296296296297,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,21,31,0.42592592592592593,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,22,42,0.2222222222222222,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,23,21,0.6111111111111112,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,24,32,0.40740740740740744,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,25,43,0.20370370370370372,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,26,22,0.5925925925925926,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,27,33,0.38888888888888884,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,28,44,0.18518518518518523,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,29,23,0.5740740740740741,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,30,34,0.37037037037037035,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,31,45,0.16666666666666663,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,32,24,0.5555555555555556,4,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,33,35,0.35185185185185186,5,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
week18_controlled_mixed_join_2_c20_c35,34,46,0.14814814814814814,6,EXACT_KNOWN_COLOR_CLASS_ORDERING,8,8,train,mixed_join_of_cycle_square_hard_cases,2,20;35,higher_score_processed_earlier
