graph_id,node_id,order_position,target_score,selected_ordering,selected_num_colors,known_chromatic_number,split,graph_family
week17_cycle_square_c17,3,1,0.9375,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,6,2,0.875,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,9,3,0.8125,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,12,4,0.75,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,1,5,0.6875,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,4,6,0.625,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,7,7,0.5625,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,10,8,0.5,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,14,9,0.4375,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,2,10,0.375,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,5,11,0.3125,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,8,12,0.25,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,11,13,0.1875,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,15,14,0.125,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,13,15,0.0625,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c17,16,16,0.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,3,1,0.9473684210526316,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,6,2,0.8947368421052632,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,9,3,0.8421052631578947,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,12,4,0.7894736842105263,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,15,5,0.736842105263158,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,1,6,0.6842105263157895,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,4,7,0.631578947368421,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,7,8,0.5789473684210527,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,10,9,0.5263157894736843,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,13,10,0.4736842105263158,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,17,11,0.42105263157894735,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,2,12,0.368421052631579,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,5,13,0.3157894736842105,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,8,14,0.26315789473684215,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,11,15,0.21052631578947367,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,14,16,0.1578947368421053,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,18,17,0.10526315789473684,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,16,18,0.052631578947368474,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c20,19,19,0.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,test,cycle_square_3r_plus_2
week17_cycle_square_c23,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,3,1,0.9545454545454546,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,6,2,0.9090909090909091,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,9,3,0.8636363636363636,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,12,4,0.8181818181818181,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,15,5,0.7727272727272727,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,18,6,0.7272727272727273,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,1,7,0.6818181818181819,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,4,8,0.6363636363636364,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,7,9,0.5909090909090908,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,10,10,0.5454545454545454,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,13,11,0.5,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,16,12,0.4545454545454546,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,20,13,0.40909090909090906,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,2,14,0.36363636363636365,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,5,15,0.31818181818181823,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,8,16,0.2727272727272727,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,11,17,0.2272727272727273,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,14,18,0.18181818181818177,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,17,19,0.13636363636363635,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,21,20,0.09090909090909094,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,19,21,0.045454545454545414,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c23,22,22,0.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,3,1,0.96,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,6,2,0.92,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,9,3,0.88,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,12,4,0.84,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,15,5,0.8,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,18,6,0.76,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,21,7,0.72,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,1,8,0.6799999999999999,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,4,9,0.64,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,7,10,0.6,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,10,11,0.56,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,13,12,0.52,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,16,13,0.48,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,19,14,0.43999999999999995,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,23,15,0.4,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,2,16,0.36,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,5,17,0.31999999999999995,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,8,18,0.28,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,11,19,0.24,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,14,20,0.19999999999999996,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,17,21,0.16000000000000003,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,20,22,0.12,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,24,23,0.07999999999999996,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,22,24,0.040000000000000036,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c26,25,25,0.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,3,1,0.9642857142857143,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,6,2,0.9285714285714286,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,9,3,0.8928571428571429,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,12,4,0.8571428571428572,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,15,5,0.8214285714285714,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,18,6,0.7857142857142857,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,21,7,0.75,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,24,8,0.7142857142857143,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,1,9,0.6785714285714286,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,4,10,0.6428571428571428,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,7,11,0.6071428571428572,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,10,12,0.5714285714285714,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,13,13,0.5357142857142857,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,16,14,0.5,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,19,15,0.4642857142857143,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,22,16,0.4285714285714286,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,26,17,0.3928571428571429,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,2,18,0.3571428571428571,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,5,19,0.3214285714285714,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,8,20,0.2857142857142857,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,11,21,0.25,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,14,22,0.2142857142857143,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,17,23,0.1785714285714286,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,20,24,0.1428571428571429,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,23,25,0.1071428571428571,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,27,26,0.0714285714285714,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,25,27,0.0357142857142857,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c29,28,28,0.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,train,cycle_square_3r_plus_2
week17_cycle_square_c32,0,0,1.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,3,1,0.967741935483871,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,6,2,0.935483870967742,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,9,3,0.9032258064516129,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,12,4,0.8709677419354839,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,15,5,0.8387096774193549,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,18,6,0.8064516129032258,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,21,7,0.7741935483870968,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,24,8,0.7419354838709677,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,27,9,0.7096774193548387,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,1,10,0.6774193548387097,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,4,11,0.6451612903225806,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,7,12,0.6129032258064516,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,10,13,0.5806451612903225,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,13,14,0.5483870967741935,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,16,15,0.5161290322580645,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,19,16,0.4838709677419355,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,22,17,0.4516129032258065,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,25,18,0.4193548387096774,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,29,19,0.3870967741935484,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,2,20,0.3548387096774194,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,5,21,0.32258064516129037,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,8,22,0.29032258064516125,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,11,23,0.25806451612903225,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,14,24,0.22580645161290325,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,17,25,0.19354838709677424,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,20,26,0.16129032258064513,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,23,27,0.12903225806451613,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,26,28,0.09677419354838712,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,30,29,0.06451612903225812,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,28,30,0.032258064516129004,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
week17_cycle_square_c32,31,31,0.0,EXACT_OPTIMAL_COLOR_CLASS_ORDER,4,4,validation,cycle_square_3r_plus_2
