graph_id,node_id,known_color,existing_target_score,split,label_source
week17_gap_join_c41_join_2,31,1,0.7160493731498718,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,32,2,0.5555555820465088,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,33,0,0.8641975522041321,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,34,1,0.7037037014961243,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,35,2,0.5432098507881165,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,36,0,0.8518518805503845,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,37,3,0.5185185074806213,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,38,1,0.6913580298423767,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,39,2,0.5308641791343689,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,40,3,0.5061728358268738,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,41,4,0.4938271641731262,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,42,5,0.3333333432674408,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,43,6,0.17283950746059418,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,44,4,0.48148149251937866,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,45,5,0.32098764181137085,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,46,6,0.16049382090568542,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,47,4,0.4691357910633087,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,48,5,0.3086419701576233,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,49,6,0.14814814925193787,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,50,4,0.45679011940956116,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,51,5,0.29629629850387573,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,52,6,0.1358024626970291,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,53,4,0.4444444477558136,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,54,5,0.2839506268501282,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,55,6,0.12345679104328156,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,56,4,0.43209877610206604,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,57,5,0.2716049253940582,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,58,6,0.1111111119389534,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,59,4,0.4197530746459961,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,60,5,0.25925925374031067,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,61,6,0.09876543283462524,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,62,4,0.40740740299224854,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,63,5,0.2469135820865631,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,64,6,0.08641975373029709,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,65,4,0.395061731338501,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,66,5,0.23456789553165436,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,67,6,0.07407407462596893,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,68,4,0.3827160596847534,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,69,5,0.2222222238779068,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,70,6,0.06172839552164078,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,71,4,0.37037035822868347,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,72,5,0.20987653732299805,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,73,6,0.04938271641731262,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,74,4,0.3580246865749359,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,75,5,0.1975308656692505,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,76,6,0.03703703731298447,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,77,4,0.34567901492118835,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,78,7,0.012345679104328156,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,79,5,0.18518517911434174,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,80,6,0.02469135820865631,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_2,81,7,0.0,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,0,0,1.0,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,1,1,0.8934426307678223,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,2,2,0.7868852615356445,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,3,0,0.9918032884597778,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,4,1,0.8852459192276001,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,5,2,0.7786885499954224,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,6,0,0.9836065769195557,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,7,1,0.8770492076873779,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,8,2,0.7704917788505554,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,9,0,0.9754098653793335,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,10,1,0.868852436542511,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,11,2,0.7622950673103333,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,12,0,0.9672130942344666,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,13,1,0.8606557250022888,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,14,2,0.7540983557701111,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,15,0,0.9590163826942444,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,16,1,0.8524590134620667,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,17,2,0.7459016442298889,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,18,0,0.9508196711540222,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,19,1,0.8442623019218445,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,20,2,0.7377049326896667,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,21,0,0.9426229596138,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,22,1,0.8360655903816223,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,23,2,0.7295082211494446,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,24,0,0.9344262480735779,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,25,1,0.8278688788414001,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,26,2,0.7213114500045776,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,27,0,0.9262295365333557,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,28,1,0.8196721076965332,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,29,2,0.7131147384643555,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,30,0,0.9180327653884888,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,31,1,0.811475396156311,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,32,2,0.7049180269241333,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,33,0,0.9098360538482666,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,34,1,0.8032786846160889,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,35,2,0.6967213153839111,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,36,0,0.9016393423080444,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,37,3,0.6803278923034668,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,38,1,0.7950819730758667,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,39,2,0.688524603843689,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,40,3,0.6721311211585999,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,41,4,0.6639344096183777,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,42,5,0.5573770403862,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,43,6,0.4508196711540222,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,44,4,0.6557376980781555,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,45,5,0.5491803288459778,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,46,6,0.44262295961380005,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,47,4,0.6475409865379333,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,48,5,0.5409836173057556,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,49,6,0.4344262182712555,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,50,4,0.6393442749977112,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,51,5,0.5327869057655334,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,52,6,0.4262295067310333,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,53,4,0.631147563457489,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,54,5,0.5245901346206665,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,55,6,0.41803279519081116,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,56,4,0.6229507923126221,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,57,5,0.5163934230804443,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,58,6,0.4098360538482666,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,59,4,0.6147540807723999,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,60,5,0.5081967115402222,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,61,6,0.40163934230804443,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,62,4,0.6065573692321777,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,63,5,0.5,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,64,6,0.39344263076782227,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,65,4,0.5983606576919556,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,66,5,0.49180328845977783,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,67,6,0.3852458894252777,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,68,4,0.5901639461517334,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,69,5,0.4836065471172333,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,70,6,0.37704917788505554,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,71,4,0.5819672346115112,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,72,5,0.4754098355770111,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,73,6,0.3688524663448334,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,74,4,0.5737704634666443,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,75,5,0.46721312403678894,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,76,6,0.3606557250022888,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,77,4,0.5655737519264221,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,78,7,0.3442623019218445,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,79,5,0.4590163826942444,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,80,6,0.35245901346206665,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,81,7,0.3360655605792999,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,82,8,0.32786884903907776,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,83,9,0.22131147980690002,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,84,10,0.1147540956735611,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,85,8,0.3196721374988556,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,86,9,0.21311475336551666,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,87,10,0.10655737668275833,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,88,8,0.31147539615631104,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,89,9,0.2049180269241333,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,90,10,0.09836065769195557,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,91,8,0.30327868461608887,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,92,9,0.19672131538391113,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,93,10,0.0901639312505722,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,94,8,0.2950819730758667,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,95,9,0.18852458894252777,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,96,10,0.08196721225976944,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,97,8,0.28688523173332214,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,98,9,0.1803278625011444,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,99,10,0.07377049326896667,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,100,8,0.2786885201931,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,101,9,0.17213115096092224,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,102,10,0.06557376682758331,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,103,8,0.2704918086528778,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,104,9,0.16393442451953888,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,105,10,0.05737704783678055,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,106,8,0.26229506731033325,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,107,9,0.15573769807815552,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,108,10,0.04918032884597778,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,109,8,0.2540983557701111,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,110,9,0.14754098653793335,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,111,10,0.04098360612988472,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,112,8,0.24590164422988892,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,113,9,0.13934426009655,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,114,10,0.032786883413791656,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,115,8,0.23770491778850555,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,116,9,0.13114753365516663,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,117,10,0.02459016442298889,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,118,8,0.2295081913471222,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,119,11,0.008196720853447914,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,120,9,0.12295082211494446,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,121,10,0.016393441706895828,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_3,122,11,0.0,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,0,0,1.0,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,1,1,0.9202454090118408,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,2,2,0.8404908180236816,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,3,0,0.9938650131225586,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,4,1,0.9141104221343994,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,5,2,0.8343558311462402,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,6,0,0.987730085849762,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,7,1,0.907975435256958,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,8,2,0.8282208442687988,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,9,0,0.9815950989723206,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,10,1,0.9018405079841614,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,11,2,0.8220859169960022,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,12,0,0.9754601120948792,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,13,1,0.89570552110672,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,14,2,0.8159509301185608,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,15,0,0.9693251252174377,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,16,1,0.8895705342292786,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,17,2,0.8098159432411194,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,18,0,0.9631901979446411,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,19,1,0.8834356069564819,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,20,2,0.803680956363678,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,21,0,0.9570552110671997,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,22,1,0.8773006200790405,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,23,2,0.7975460290908813,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,24,0,0.9509202241897583,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,25,1,0.8711656332015991,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,26,2,0.7914110422134399,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,27,0,0.9447852969169617,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,28,1,0.8650306463241577,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,29,2,0.7852760553359985,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,30,0,0.9386503100395203,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,31,1,0.8588957190513611,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,32,2,0.7791411280632019,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,33,0,0.9325153231620789,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,34,1,0.8527607321739197,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,35,2,0.7730061411857605,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,36,0,0.9263803958892822,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,37,3,0.7607361674308777,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,38,1,0.8466257452964783,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,39,2,0.7668711543083191,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,40,3,0.754601240158081,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,41,4,0.7484662532806396,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,42,5,0.6687116622924805,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,43,6,0.5889570713043213,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,44,4,0.7423312664031982,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,45,5,0.6625766754150391,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,46,6,0.5828220844268799,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,47,4,0.7361963391304016,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,48,5,0.6564416885375977,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,49,6,0.5766870975494385,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,50,4,0.7300613522529602,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,51,5,0.650306761264801,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,52,6,0.5705521702766418,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,53,4,0.7239263653755188,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,54,5,0.6441717743873596,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,55,6,0.5644171833992004,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,56,4,0.7177914381027222,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,57,5,0.6380367875099182,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,58,6,0.558282196521759,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,59,4,0.7116564512252808,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,60,5,0.6319018602371216,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,61,6,0.5521472096443176,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,62,4,0.7055214643478394,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,63,5,0.6257668733596802,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,64,6,0.546012282371521,test,reconstructed_week17_exact_formula
week17_gap_join_c41_join_4,65,4,0.699386477470398,test,reconstructed_week17_exact_formula
