graph_id,selected_ordering,selected_num_colors,node_id,order_position,target_score,source_file,target_strategy,ordering_name
ash85,INCIDENCE_DEGREE,4.0,59,35,0.5833333333333334,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,48,36,0.5714285714285714,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,30,37,0.5595238095238095,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,47,38,0.5476190476190477,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,16,39,0.5357142857142857,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,17,40,0.5238095238095238,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,18,41,0.5119047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,14,42,0.5,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,15,43,0.4880952380952381,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,7,44,0.4761904761904761,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,8,45,0.4642857142857143,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,19,46,0.4523809523809524,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,20,47,0.4404761904761904,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,24,48,0.4285714285714285,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,23,49,0.4166666666666667,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,10,50,0.4047619047619047,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,21,51,0.3928571428571428,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,6,52,0.3809523809523809,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,13,53,0.369047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,46,54,0.3571428571428571,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,57,55,0.3452380952380952,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,79,56,0.3333333333333333,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,45,57,0.3214285714285714,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,56,58,0.3095238095238095,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,44,59,0.2976190476190476,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,5,60,0.2857142857142857,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,0,61,0.2738095238095238,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,1,62,0.2619047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,9,63,0.25,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,3,64,0.238095238095238,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,11,65,0.2261904761904762,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,22,66,0.2142857142857142,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,4,67,0.2023809523809523,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,2,68,0.1904761904761904,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,31,69,0.1785714285714285,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,63,70,0.1666666666666666,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,32,71,0.1547619047619047,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,62,72,0.1428571428571428,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,12,73,0.1309523809523809,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,43,74,0.119047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,51,75,0.1071428571428571,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,80,76,0.0952380952380952,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,53,77,0.0833333333333333,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,55,78,0.0714285714285714,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,81,79,0.0595238095238095,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,82,80,0.0476190476190476,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,54,81,0.0357142857142857,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,52,82,0.0238095238095238,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,84,83,0.0119047619047619,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
ash85,INCIDENCE_DEGREE,4.0,83,84,0.0,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,17,0,1.0,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,14,1,0.9787234042553192,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,15,2,0.9574468085106383,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,16,3,0.9361702127659576,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,13,4,0.9148936170212766,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,12,5,0.8936170212765957,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,34,6,0.8723404255319149,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,35,7,0.851063829787234,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,33,8,0.8297872340425532,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,5,9,0.8085106382978723,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,2,10,0.7872340425531915,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,3,11,0.7659574468085106,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,42,12,0.7446808510638298,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,45,13,0.723404255319149,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,0,14,0.7021276595744681,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,1,15,0.6808510638297872,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,4,16,0.6595744680851063,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,30,17,0.6382978723404256,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,32,18,0.6170212765957447,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,31,19,0.5957446808510638,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,44,20,0.574468085106383,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,46,21,0.5531914893617021,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,47,22,0.5319148936170213,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,39,23,0.5106382978723404,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,19,24,0.4893617021276595,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,18,25,0.4680851063829787,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,36,26,0.4468085106382978,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,37,27,0.425531914893617,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,20,28,0.4042553191489361,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,27,29,0.3829787234042553,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,8,30,0.3617021276595745,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,24,31,0.3404255319148936,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,6,32,0.3191489361702128,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,7,33,0.2978723404255319,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,40,34,0.2765957446808511,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,38,35,0.2553191489361702,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,11,36,0.2340425531914893,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,9,37,0.2127659574468085,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,10,38,0.1914893617021276,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,29,39,0.1702127659574468,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,28,40,0.1489361702127659,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,26,41,0.1276595744680851,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,25,42,0.1063829787234042,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,22,43,0.0851063829787234,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,21,44,0.0638297872340425,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,43,45,0.0425531914893617,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,41,46,0.0212765957446808,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk01,DYNAMIC_LARGEST_FIRST,6.0,23,47,0.0,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk01_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,107,0,1.0,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,105,1,0.990990990990991,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,99,2,0.981981981981982,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,97,3,0.972972972972973,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,91,4,0.963963963963964,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,89,5,0.954954954954955,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,83,6,0.945945945945946,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,81,7,0.9369369369369368,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,75,8,0.927927927927928,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,73,9,0.918918918918919,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,67,10,0.90990990990991,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,65,11,0.9009009009009008,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,59,12,0.8918918918918919,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,57,13,0.8828828828828829,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
bcsstk03,DYNAMIC_LARGEST_FIRST,4.0,51,14,0.8738738738738738,data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\bcsstk03_dynamic_largest_first.txt,,
