graph_id,selected_ordering,selected_num_colors,node_id,order_position,target_score,source_file,benchmark_source
ash85,INCIDENCE_DEGREE,4,36,11,0.8690476190476191,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,25,12,0.8571428571428571,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,26,13,0.8452380952380952,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,27,14,0.8333333333333334,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,28,15,0.8214285714285714,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,39,16,0.8095238095238095,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,40,17,0.7976190476190477,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,70,18,0.7857142857142857,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,41,19,0.7738095238095238,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,29,20,0.7619047619047619,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,42,21,0.75,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,49,22,0.7380952380952381,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,71,23,0.7261904761904762,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,72,24,0.7142857142857143,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,50,25,0.7023809523809523,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,60,26,0.6904761904761905,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,61,27,0.6785714285714286,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,77,28,0.6666666666666666,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,75,29,0.6547619047619048,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,73,30,0.6428571428571429,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,74,31,0.6309523809523809,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,76,32,0.6190476190476191,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,78,33,0.6071428571428571,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,58,34,0.5952380952380952,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,59,35,0.5833333333333334,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,48,36,0.5714285714285714,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,30,37,0.5595238095238095,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,47,38,0.5476190476190477,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,16,39,0.5357142857142857,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,17,40,0.5238095238095238,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,18,41,0.5119047619047619,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,14,42,0.5,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,15,43,0.4880952380952381,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,7,44,0.47619047619047616,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,8,45,0.4642857142857143,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,19,46,0.4523809523809524,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,20,47,0.44047619047619047,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,24,48,0.42857142857142855,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,23,49,0.4166666666666667,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,10,50,0.40476190476190477,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,21,51,0.39285714285714285,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,6,52,0.38095238095238093,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,13,53,0.36904761904761907,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,46,54,0.35714285714285715,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,57,55,0.34523809523809523,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,79,56,0.3333333333333333,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,45,57,0.32142857142857145,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,56,58,0.30952380952380953,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,44,59,0.2976190476190476,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,5,60,0.2857142857142857,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,0,61,0.27380952380952384,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,1,62,0.2619047619047619,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,9,63,0.25,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,3,64,0.23809523809523808,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,11,65,0.2261904761904762,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,22,66,0.21428571428571427,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,4,67,0.20238095238095238,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,2,68,0.19047619047619047,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,31,69,0.17857142857142858,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,63,70,0.16666666666666666,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,32,71,0.15476190476190477,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,62,72,0.14285714285714285,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,12,73,0.13095238095238096,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,43,74,0.11904761904761904,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,51,75,0.10714285714285714,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,80,76,0.09523809523809523,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,53,77,0.08333333333333333,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,55,78,0.07142857142857142,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,81,79,0.05952380952380952,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
ash85,INCIDENCE_DEGREE,4,82,80,0.047619047619047616,C:\Users\riyat\Documents\Thesis Implementations\data\processed\initial_graph_coloring_dataset\colpack_outputs_week15_extra_orderings\ash85_incidence_degree.txt,C:\Users\riyat\Documents\Thesis Implementations\results\tables\initial_graph_coloring_benchmarks\colpack_week15_five_ordering_benchmark.csv
